team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Sejuani,Jax,Taliyah,Corki,Nautilus,Viego,Aurora,Gragas,Kai'Sa,Alistar,1
Rumble,Vi,Yone,Rell,Ziggs,Aatrox,Orianna,Pantheon,Leona,Sivir,1
Ambessa,Kai'Sa,Rell,Nidalee,Jayce,Ezreal,Leona,Jax,Wukong,Taliyah,1
Varus,Azir,Xin Zhao,Renekton,Elise,Vi,Gnar,Rakan,Miss Fortune,Xerath,1
Vi,Aurora,Ornn,Ezreal,Alistar,Rumble,Corki,Rell,Xin Zhao,Galio,0
Rumble,Ashe,Braum,Lee Sin,Lillia,Corki,Sejuani,Zeri,Yuumi,Aurora,1
K'Sante,Miss Fortune,Wukong,Braum,Aurora,Jayce,Varus,Rell,Pantheon,Vladimir,0
K'Sante,Ashe,Renata Glasc,Hwei,Viego,Akali,Wukong,Ambessa,Jhin,Neeko,1
Skarner,Viktor,Gnar,Poppy,Kai'Sa,K'Sante,Varus,Vi,Sylas,Rell,1
Vi,Taliyah,Ambessa,Azir,Alistar,Kalista,Xin Zhao,Renata Glasc,Sion,Viktor,0
Leona,Ziggs,Pantheon,Gnar,Orianna,Miss Fortune,Viktor,Maokai,Sejuani,Renekton,1
Jayce,Jinx,Leona,Wukong,Ahri,Ezreal,Nidalee,Jax,Karma,Galio,1
Corki,Leona,Galio,Kindred,Akali,Rumble,Maokai,Yasuo,Ashe,Gragas,0
Lee Sin,Azir,Urgot,Lulu,Tristana,Sylas,Volibear,Jax,Jinx,Seraphine,0
Rumble,Xayah,Rakan,Pantheon,Aurora,Xin Zhao,Ambessa,Ziggs,Nautilus,Swain,1
Jayce,Xin Zhao,Viktor,Jhin,Poppy,Miss Fortune,Aurora,Rell,Ambessa,Viego,1
K'Sante,Varus,Renata Glasc,Taliyah,Pantheon,Jayce,Vi,Rell,Corki,Aurora,1
Ezreal,Leona,Orianna,Sejuani,Gnar,K'Sante,Kai'Sa,Azir,Lee Sin,Alistar,0
K'Sante,Varus,Renata Glasc,Poppy,Aurora,Kalista,Sejuani,Jax,Rell,Hwei,0
Caitlyn,Zac,Galio,Nautilus,Renekton,Rell,Viktor,Wukong,Jinx,Darius,1
Kalista,Ambessa,Renata Glasc,Azir,Sejuani,Miss Fortune,K'Sante,Rell,Xin Zhao,LeBlanc,1
Vi,Ambessa,Orianna,Jinx,Rell,Varus,Wukong,K'Sante,Azir,Nautilus,1
Hwei,Zyra,Poppy,Olaf,Yone,Wukong,Rell,Maokai,Varus,Orianna,0
Wukong,Kai'Sa,Sylas,Rakan,Aatrox,Ezreal,Amumu,Galio,Rell,Olaf,1
Zyra,Ezreal,Nautilus,Jayce,Viktor,Corki,Leona,Karthus,Jhin,Dr. Mundo,0
Miss Fortune,Rell,Ambessa,Xin Zhao,Azir,Sejuani,Ashe,Rumble,Rakan,Taliyah,1
Varus,Rell,Ahri,Hecarim,Aatrox,Ashe,Rumble,Vi,Braum,Lissandra,1
Viego,Ornn,Xayah,Azir,Rell,Vi,Renekton,Jinx,Viktor,Lulu,1
Maokai,Viktor,Kalista,Jayce,Renata Glasc,Corki,Xin Zhao,Azir,Gnar,Neeko,1
Rumble,Varus,Rell,Xin Zhao,Azir,Wukong,Ezreal,Alistar,Ornn,Akali,1
Kalista,K'Sante,Rell,Wukong,Azir,Varus,Maokai,Bard,Ahri,Graves,1
Varus,Wukong,Pantheon,Orianna,Rell,Ezreal,Maokai,Ambessa,Rakan,Elise,1
Maokai,Kalista,Renata Glasc,Gnar,Syndra,Varus,K'Sante,Vi,Poppy,Viktor,1
Vi,Aurora,Rakan,Jinx,Ambessa,Jayce,Maokai,Nautilus,Ezreal,Akali,1
Varus,Volibear,Vladimir,Olaf,Leona,Corki,Viego,Hwei,Braum,Camille,1
Corki,Wukong,Rumble,Alistar,Orianna,K'Sante,Varus,Ivern,Nautilus,Sylas,0
K'Sante,Miss Fortune,Rell,Viego,Aurora,Ambessa,Jayce,Zyra,Ziggs,Nautilus,1
Jayce,Ezreal,Azir,Xin Zhao,Poppy,Varus,Rumble,Yone,Nidalee,Maokai,0
Rumble,Vi,Yone,Ezreal,Braum,Corki,Xin Zhao,Galio,Varus,Elise,0
Kalista,Neeko,Sejuani,Gnar,Taliyah,Renata Glasc,Wukong,Ahri,Jax,Kog'Maw,1
Varus,Jayce,Nautilus,Viego,Ahri,Ambessa,Sejuani,Viktor,Braum,Miss Fortune,1
Aurora,Viego,Nautilus,Varus,Cho'Gath,Maokai,Syndra,Wukong,Braum,Kai'Sa,0
Nocturne,Jinx,Akali,Poppy,Alistar,Pantheon,Xayah,Jax,Azir,Bard,0
Ambessa,Kindred,Galio,Ziggs,Rell,K'Sante,Jinx,Braum,Viego,Sylas,1
Miss Fortune,Vi,Rell,Galio,Jayce,Aurora,Sejuani,Varus,Nautilus,Ambessa,1
Aurora,Ambessa,Nocturne,Corki,Rakan,Kalista,Maokai,Galio,Sion,Zyra,1
Viego,Galio,K'Sante,Varus,Nautilus,Aurora,Miss Fortune,Maokai,Bel'Veth,Sion,1
Aurora,Ambessa,Varus,Xin Zhao,Rakan,Viktor,Sejuani,Sion,Xayah,Leona,1
Maokai,Kai'Sa,Qiyana,Braum,Wukong,Varus,Sejuani,Ambessa,Renata Glasc,Gwen,0
Rumble,Sejuani,Yone,Ezreal,Braum,Galio,Vi,Taliyah,Jinx,Rell,1
Miss Fortune,Jax,Rell,Sejuani,Sylas,Varus,K'Sante,Braum,Lillia,Corki,0
K'Sante,Sejuani,Kai'Sa,Braum,Sylas,Jinx,Wukong,Aurora,Ornn,Lulu,1
Ashe,Renekton,Renata Glasc,Viego,Ahri,Ambessa,Varus,Zyra,Wukong,Hwei,0
K'Sante,Corki,Azir,Rakan,Lee Sin,Ashe,Braum,Gnar,Viktor,Wukong,1
Jayce,Zyra,Corki,Kai'Sa,Maokai,Nautilus,Ambessa,Karthus,Ezreal,Yone,0
Maokai,Vi,Ahri,Miss Fortune,Rakan,Rumble,Varus,Wukong,Galio,Nautilus,0
Vi,Ahri,Miss Fortune,K'Sante,Maokai,Wukong,Taliyah,Xayah,Alistar,Ornn,0
Kalista,Galio,Renata Glasc,Brand,Yone,Rumble,Ashe,Braum,Wukong,Ahri,1
Ambessa,Xin Zhao,Aurora,Kai'Sa,Nautilus,Poppy,Vi,Galio,Ezreal,Rell,0
Skarner,Varus,Ambessa,Rell,Azir,K'Sante,Ashe,Brand,Tristana,Pyke,0
Kalista,Renata Glasc,Nocturne,Akali,Ornn,Varus,Neeko,Wukong,Udyr,Azir,1
Taliyah,Corki,Maokai,Jarvan IV,Rakan,Varus,K'Sante,Viego,Hwei,Leona,1
Sejuani,Jax,Yone,Corki,Alistar,Aurora,Miss Fortune,Viego,Udyr,Rakan,0
Corki,Xin Zhao,Nautilus,Sylas,Rumble,Varus,Rell,Jax,Amumu,Ambessa,0
Ashe,Kindred,Galio,Jax,Alistar,Vi,Miss Fortune,Rell,Swain,Gragas,0
Skarner,Poppy,Ezreal,Leona,Taliyah,Ambessa,Rell,Orianna,Kai'Sa,Olaf,1
Caitlyn,Renekton,Braum,Zac,Zeri,Xin Zhao,Leona,Ziggs,Volibear,Smolder,1
Skarner,Varus,Orianna,Rakan,Jax,Jayce,Maokai,Ezreal,Renekton,Morgana,1
Skarner,Ashe,Jax,Akali,Renata Glasc,Rumble,Varus,Xin Zhao,Azir,Leona,1
Maokai,Aphelios,K'Sante,Thresh,Hwei,Varus,Sejuani,Rell,Darius,Akali,1
Miss Fortune,Wukong,Alistar,Swain,Gragas,Xayah,Rakan,Udyr,Galio,Kindred,1
K'Sante,Ezreal,Azir,Sejuani,Rell,Orianna,Nocturne,Gnar,Corki,Alistar,1
Varus,K'Sante,Rell,Xin Zhao,Orianna,Corki,Vi,Kai'Sa,Ambessa,Galio,0
Maokai,Ashe,Braum,Jax,Ahri,Jayce,Xin Zhao,Viktor,Jhin,Bard,1
Sejuani,Corki,Ezreal,Alistar,Renekton,K'Sante,Varus,Rell,Zyra,Smolder,0
Ambessa,Vi,Kai'Sa,Poppy,Galio,Renekton,Wukong,Tristana,Rakan,Swain,0
K'Sante,Ezreal,Sejuani,Poppy,Akali,Vi,Corki,Ambessa,Taliyah,Braum,0
K'Sante,Sejuani,Ezreal,Alistar,Viktor,Maokai,Corki,Gnar,Kai'Sa,Rakan,0
Maokai,Corki,Rell,Jhin,Rumble,Varus,K'Sante,Alistar,Brand,Smolder,0
Varus,Azir,Ambessa,Braum,Viego,Wukong,Aurora,Jayce,Miss Fortune,Bard,1
Corki,Zyra,Draven,Rell,Gragas,Kalista,Sejuani,Renata Glasc,Yone,Rumble,1
Skarner,Varus,Jax,Leona,Hwei,Ivern,Ashe,Urgot,Cassiopeia,Rell,0
Vi,Rell,Renekton,Aphelios,Ahri,Jax,Pantheon,Poppy,Zeri,Vladimir,1
K'Sante,Vi,Viktor,Caitlyn,Maokai,Ambessa,Sejuani,Azir,Jhin,Neeko,0
Nocturne,Orianna,Ambessa,Miss Fortune,Rell,Aurora,Wukong,Renekton,Ashe,Braum,0
Varus,Vi,Ahri,Rakan,Poppy,Yone,Sejuani,Leona,Ziggs,Gnar,0
Jayce,Xin Zhao,Viktor,Caitlyn,Elise,Vi,Aurora,Nautilus,Ezreal,Hwei,1
Rumble,Aurora,Varus,Nocturne,Rell,Sejuani,Yone,Ezreal,Ornn,Alistar,1
K'Sante,Wukong,Sylas,Jinx,Rell,Maokai,Alistar,Taliyah,Viego,Kai'Sa,0
Skarner,Jinx,Jarvan IV,Hwei,Lulu,Viego,Varus,Mordekaiser,Galio,Blitzcrank,1
Sejuani,Akali,Renekton,Xayah,Rell,K'Sante,Ambessa,Lillia,Jinx,Lulu,0
Aurora,Ambessa,Varus,Sejuani,Renata Glasc,Ashe,Vi,Gnar,Rakan,Viktor,0
Varus,Taliyah,Yone,Jax,Nautilus,Ezreal,Sejuani,Akali,Renekton,Bard,0
K'Sante,Jinx,Xin Zhao,Hwei,Blitzcrank,Ashe,Zyra,Jax,Renata Glasc,Ahri,0
K'Sante,Sejuani,Azir,Corki,Leona,Maokai,Wukong,Alistar,Syndra,Miss Fortune,1
Ashe,Sejuani,Jayce,Rell,Azir,K'Sante,Vi,Varus,Poppy,Orianna,0
Lux,Ezreal,Karma,Nocturne,Ornn,Yone,Sejuani,Nautilus,Kai'Sa,Ambessa,0
Aurora,Vi,Alistar,Kai'Sa,Ornn,Varus,Viktor,Poppy,Viego,Camille,0
Skarner,Aurora,Ambessa,Ezreal,Rell,Maokai,Varus,Taliyah,K'Sante,Braum,1
Ezreal,Ambessa,Wukong,Hwei,Maokai,Miss Fortune,Vi,Jayce,Galio,Leona,0
K'Sante,Corki,Viktor,Vi,Leona,Jayce,Galio,Miss Fortune,Taliyah,Rell,0
Lux,Braum,Yorick,Xayah,Sejuani,Vi,Miss Fortune,Rumble,Rakan,Ahri,1
Jax,Zyra,Braum,Jinx,Sylas,Gragas,Sejuani,Bard,Xayah,Akali,1
Jayce,Ezreal,Azir,Poppy,Xin Zhao,Varus,Ambessa,Aurora,Lee Sin,Nautilus,1
Maokai,Ezreal,Syndra,Rell,Xin Zhao,Taliyah,Corki,Wukong,Alistar,Sion,0
Skarner,Rumble,Rell,Viktor,Corki,Sejuani,Miss Fortune,Galio,Maokai,Taliyah,1
Rumble,Sejuani,Yone,Jhin,Leona,Viego,Varus,Viktor,Nautilus,Sion,1
Corki,Gwen,K'Sante,Vel'Koz,Rell,Jinx,Elise,Sion,Viktor,Wukong,1
Ashe,Xin Zhao,Jayce,Galio,Leona,Jax,Zyra,Braum,Jinx,Azir,0
Miss Fortune,Renekton,Syndra,Wukong,Rakan,Ambessa,Aurora,Nocturne,Ezreal,Zyra,0
Vi,Jax,Taliyah,Jhin,Leona,Renekton,Caitlyn,Elise,Zyra,Yone,0
Ezreal,Leona,Xin Zhao,Sion,Azir,Varus,Aurora,Pantheon,Elise,Jax,0
Corki,Vi,K'Sante,Leona,Akali,Varus,Maokai,Rumble,Rell,Galio,0
Miss Fortune,Rell,Lee Sin,Ornn,Hwei,Jayce,Nidalee,Tristana,Ashe,Braum,0
Aurora,Maokai,Jhin,Nautilus,Ambessa,Jayce,Varus,Nidalee,Alistar,Kennen,1
Corki,Sejuani,Rumble,Miss Fortune,Rell,Varus,K'Sante,Vi,Rakan,Ahri,1
Corki,Maokai,Rumble,Kai'Sa,Rakan,K'Sante,Leona,Ezreal,Yone,Karthus,1
Caitlyn,Viego,Jax,Vladimir,Pantheon,Jhin,Xin Zhao,Aurora,Gragas,Alistar,0
Corki,Amumu,Yone,Rell,Malphite,Jayce,Viktor,Caitlyn,Sejuani,Alistar,1
Ashe,Vi,Aurora,Bard,Gnar,K'Sante,Jayce,Zyra,Jhin,Rell,1
K'Sante,Vi,Varus,Rell,Azir,Corki,Viktor,Ambessa,Xin Zhao,Renata Glasc,1
Varus,Renekton,Leona,Ahri,Xin Zhao,Ambessa,Maokai,Yone,Rakan,Xayah,1
Viktor,Ezreal,Sejuani,Jayce,Elise,Varus,Wukong,Azir,Braum,Gragas,0
Wukong,Akali,Ezreal,Alistar,Udyr,Corki,Viktor,Sejuani,Nautilus,Gwen,1
Corki,Sejuani,Ambessa,Rakan,Viktor,Azir,Ezreal,Renekton,Viego,Leona,1
Maokai,Ezreal,Azir,Jayce,Leona,Varus,Xin Zhao,Sylas,Renekton,Rakan,1
Viktor,Xin Zhao,Draven,Leona,Jayce,Kalista,Sejuani,Rell,Sylas,Jax,1
Varus,Wukong,Aurora,Renata Glasc,Jax,Vi,Jayce,Ahri,Rell,Zeri,0
K'Sante,Viktor,Sejuani,Rell,Jinx,Ambessa,Zyra,Yone,Ezreal,Leona,0
Jayce,Vi,Ezreal,Elise,Azir,Ambessa,Varus,Poppy,Viego,Galio,0
Rumble,Wukong,Orianna,Jinx,Braum,Aurora,Miss Fortune,Rell,Xin Zhao,Akali,0
Kalista,Sejuani,Senna,Yone,Rumble,K'Sante,Renata Glasc,Draven,Wukong,Azir,0
Aurora,Nocturne,Ezreal,Leona,Orianna,Corki,Pantheon,Taliyah,Renekton,Vi,0
Viktor,K'Sante,Wukong,Nilah,Rell,Varus,Vi,Ambessa,Rakan,Galio,1
Vi,Kalista,Rell,Rumble,Smolder,Varus,Nidalee,Renekton,Braum,Jayce,1
K'Sante,Zyra,Corki,Miss Fortune,Nautilus,Varus,Jayce,Nidalee,Leona,Smolder,1
Viktor,Xin Zhao,Ezreal,Leona,Gnar,Varus,Sejuani,Hwei,Jax,Braum,1
Viktor,Sejuani,Ezreal,Rakan,Jax,Corki,Vi,Ambessa,Hwei,Nautilus,0
Corki,Maokai,Miss Fortune,K'Sante,Rell,Varus,Viktor,Sejuani,Braum,Gnar,1
Wukong,Ezreal,Ornn,Rell,Hwei,Zyra,Varus,K'Sante,Nautilus,Smolder,0
Hwei,Varus,Viego,Alistar,Gragas,Jayce,Viktor,Vi,Rell,Ezreal,1
Skarner,Ezreal,Ambessa,Alistar,Viktor,Jayce,Leona,Ivern,Jinx,Hwei,0
Skarner,Varus,Renata Glasc,Akali,K'Sante,Corki,Rell,Azir,Jarvan IV,Aatrox,0
Varus,Rell,K'Sante,Akali,Jarvan IV,Nocturne,Miss Fortune,Azir,Nautilus,Poppy,0
Varus,K'Sante,Maokai,Azir,Lulu,Ezreal,Sejuani,Ambessa,Rakan,Katarina,1
Corki,Leona,Nidalee,Ryze,K'Sante,Ezreal,Zyra,Alistar,Tristana,Sion,1
K'Sante,Corki,Rell,Shyvana,Ahri,Wukong,Ashe,Braum,Rumble,Yone,1
Maokai,Rell,Corki,Azir,Ambessa,Jayce,Miss Fortune,Alistar,Sejuani,Sylas,0
Ashe,Sejuani,Yone,Alistar,Renekton,Viktor,Ezreal,Wukong,Ambessa,Elise,1
Varus,Lillia,Hwei,Nautilus,Dr. Mundo,Kalista,Wukong,Orianna,Jayce,Leona,1
Varus,Jax,Rakan,Vi,Vel'Koz,Miss Fortune,Nautilus,Pantheon,Vladimir,Sylas,1
Varus,Skarner,Rumble,Viktor,Alistar,Sion,Rell,Yone,Ezreal,Brand,0
Corki,Xin Zhao,Rumble,Seraphine,Leona,Aurora,Vi,Gnar,Zeri,Braum,1
Corki,Zyra,Rell,Gwen,Jinx,Wukong,K'Sante,Ashe,Leona,Hwei,1
Corki,Maokai,Rumble,Leona,Zeri,Miss Fortune,Sejuani,Ambessa,Viktor,Nautilus,0
Corki,Rell,Ornn,Viego,Ahri,Varus,Jayce,Braum,Zyra,Renekton,1
Skarner,Poppy,Xayah,Hwei,K'Sante,Amumu,Rell,Miss Fortune,Viktor,Gwen,0
Jayce,Ezreal,Leona,Wukong,Viktor,Ambessa,Varus,Rell,Ivern,Hwei,0
Viktor,Xin Zhao,Ezreal,Poppy,Wukong,Galio,Vi,Ambessa,Zeri,Renata Glasc,1
Vi,Viktor,Rakan,Poppy,Kai'Sa,Ezreal,Leona,Galio,Akali,Kindred,1
Rumble,Vi,Kai'Sa,Maokai,Smolder,Miss Fortune,Sejuani,Nautilus,Renekton,Aurelion Sol,0
Nocturne,Yone,Gragas,Tahm Kench,Senna,Orianna,Wukong,Gnar,Miss Fortune,Zilean,0
Varus,Ambessa,Leona,Xin Zhao,Azir,Corki,Jayce,Rell,Zyra,Ezreal,1
Maokai,Hwei,Jayce,Ezreal,Karma,Varus,Aurora,Sejuani,Rakan,Olaf,1
Maokai,Varus,K'Sante,Vi,Orianna,Jayce,Viego,Ezreal,Nautilus,Hwei,0
Rell,Kai'Sa,Galio,Xin Zhao,Camille,Maokai,Varus,Azir,Renata Glasc,Jax,1
Varus,Skarner,Leona,Orianna,Camille,Corki,Jayce,Braum,Brand,K'Sante,1
Viktor,Miss Fortune,Nocturne,Malphite,Rell,Xin Zhao,Varus,K'Sante,Lux,Alistar,1
Rumble,Varus,Nautilus,Smolder,Vi,Karma,Sejuani,Tryndamere,Sivir,Yuumi,1
Corki,Sejuani,Ambessa,Akali,Rakan,Jayce,Maokai,Yone,Rell,Caitlyn,1
Nocturne,Orianna,Ambessa,Jinx,Nautilus,Jayce,Viktor,Xayah,Rell,Viego,1
Corki,Vi,Gragas,Janna,Ahri,Wukong,Rumble,Ezreal,Rakan,Orianna,1
Aurora,Viego,Leona,Sion,Kai'Sa,Maokai,Jayce,Corki,Nautilus,Xayah,1
Corki,Xin Zhao,Viktor,Leona,Jayce,K'Sante,Zyra,Yone,Jhin,Rell,1
Corki,Wukong,Leona,Vel'Koz,Renekton,Zyra,Ezreal,Braum,Caitlyn,Jax,0
Skarner,Rumble,Miss Fortune,Leona,Hwei,Corki,Viktor,Xin Zhao,Gragas,Rakan,1
Varus,Ahri,Nautilus,Hecarim,Dr. Mundo,Ezreal,Jayce,Braum,Sylas,Kindred,1
K'Sante,Jinx,Nautilus,Taliyah,Rek'Sai,Corki,Rell,Azir,Poppy,Viego,0
Rumble,Vi,Azir,Rell,Kalista,Ezreal,Sejuani,Nautilus,Renekton,Taliyah,0
Kalista,Jarvan IV,Renata Glasc,Sion,Hwei,Draven,Neeko,Rell,Syndra,Kayn,1
Kalista,Maokai,Viktor,Renekton,Renata Glasc,Ambessa,Corki,Sejuani,Akali,Neeko,0
Varus,Rell,Azir,Wukong,Renekton,Viktor,Kalista,Alistar,Vi,Gragas,1
Aurora,Viego,Varus,Leona,Ornn,Corki,Rumble,Rell,Sejuani,Azir,0
K'Sante,Zyra,Corki,Miss Fortune,Rell,Varus,Shen,Azir,Viego,Leona,0
Corki,Kog'Maw,Ivern,Udyr,Amumu,Kalista,Wukong,Rell,K'Sante,Ahri,0
Rumble,Sejuani,Yone,Renata Glasc,Tristana,Galio,Nocturne,Akali,Zeri,Lulu,1
Kalista,Vi,Gnar,Syndra,Neeko,Varus,K'Sante,Rell,Zyra,Yasuo,0
Varus,K'Sante,Rell,Sylas,Xin Zhao,Vi,Ezreal,Rakan,Gnar,Cassiopeia,0
Maokai,Jinx,Nautilus,Hwei,Camille,Wukong,Rakan,Ambessa,Ezreal,Orianna,1
K'Sante,Xin Zhao,Orianna,Jhin,Rakan,Ambessa,Varus,Sejuani,Ahri,Rell,1
Wukong,Ezreal,Gragas,Yone,Rell,Corki,Jayce,Xerath,Sejuani,Poppy,0
Wukong,Jinx,Leona,Ambessa,Akali,Corki,Zyra,Jayce,Bard,Azir,0
Jayce,Nocturne,Aurora,Jinx,Renata Glasc,Ambessa,Zyra,Yone,Kai'Sa,Maokai,0
K'Sante,Vi,Caitlyn,Hwei,Rell,Corki,Viktor,Gnar,Nocturne,Bard,1
Varus,Viktor,Renekton,Lee Sin,Elise,Ambessa,Ezreal,Azir,Xin Zhao,Nautilus,0
Vi,Ziggs,Yone,Zilean,Jax,Xin Zhao,Xayah,Taliyah,Renata Glasc,Malphite,0
Elise,Sion,Caitlyn,Galio,Nocturne,Orianna,K'Sante,Jarvan IV,Miss Fortune,Neeko,1
Rumble,Nautilus,Miss Fortune,Azir,Jarvan IV,Wukong,Aatrox,Leona,Zeri,Ahri,0
Varus,Syndra,Kennen,Pantheon,Viego,Jhin,Gnar,Katarina,Xin Zhao,Renata Glasc,1
Skarner,Viktor,Ezreal,Leona,Sion,Aurora,Corki,Ornn,Wukong,Braum,1
K'Sante,Ezreal,Sejuani,Orianna,Bard,Jayce,Varus,Xin Zhao,Leona,Syndra,0
K'Sante,Gwen,Galio,Miss Fortune,Rell,Fiora,Ezreal,Ahri,Viego,Alistar,1
Varus,Sejuani,Yone,Rumble,Braum,Lux,Kindred,Yorick,Nautilus,Ashe,1
Corki,Wukong,Leona,Viktor,Camille,K'Sante,Viego,Rell,Caitlyn,Akali,0
Sejuani,K'Sante,Ezreal,Rakan,Yone,Miss Fortune,Maokai,Jayce,Rell,Viktor,1
K'Sante,Wukong,Hwei,Sivir,Yuumi,Viktor,Vi,Rumble,Varus,Alistar,0
Kalista,Maokai,Renata Glasc,Hwei,Gnar,Azir,Sejuani,Ezreal,Rakan,Yasuo,1
K'Sante,Varus,Viego,Alistar,Taliyah,Vi,Corki,Leona,Gnar,Ziggs,1
Kalista,Jarvan IV,Neeko,Gragas,Yone,Ashe,Viego,K'Sante,Pyke,Ahri,0
Corki,Xin Zhao,Rell,Poppy,Taliyah,Ambessa,Sejuani,Miss Fortune,Rakan,Viktor,0
Aurora,Sejuani,Gnar,Jinx,Rell,Galio,Wukong,Ezreal,Irelia,Alistar,1
Vi,K'Sante,Orianna,Corki,Leona,Varus,Rell,Azir,Gnar,Nidalee,0
Vi,Varus,Aurora,Sion,Nautilus,Kalista,Jayce,Sejuani,Akali,Alistar,1
Kalista,Xin Zhao,Renata Glasc,Gragas,Ahri,Ashe,Viego,K'Sante,Neeko,Sylas,1
Varus,K'Sante,Rell,Zyra,Yone,Corki,Nautilus,Gwen,Xin Zhao,Aurora,1
Rumble,Ezreal,Rell,Xin Zhao,Orianna,Galio,Varus,Alistar,Maokai,Jayce,1
Maokai,Corki,Zyra,Nautilus,Ezreal,Rell,K'Sante,Nidalee,Miss Fortune,Syndra,1
Varus,Wukong,Pyke,Taliyah,Ornn,Ezreal,Maokai,Ambessa,Lillia,Ahri,1
Jayce,Ezreal,Amumu,Gnar,Nautilus,Corki,Zyra,Leona,Kai'Sa,Malphite,1
K'Sante,Kalista,Renata Glasc,Zyra,Smolder,Gnar,Jinx,Lulu,Vi,Kog'Maw,1
Varus,Poppy,Viktor,Rell,Ornn,Kalista,Vi,Syndra,Nautilus,Jax,0
Rell,Ezreal,Wukong,Galio,Aurora,Rumble,Miss Fortune,Leona,Orianna,Camille,0
Ambessa,Jayce,Zyra,Ezreal,Nautilus,Seraphine,Wukong,Senna,Irelia,Yasuo,0
Maokai,Ezreal,K'Sante,Nautilus,Syndra,Jayce,Corki,Lillia,Miss Fortune,Rell,0
Corki,Rell,Vi,Xerath,Gnar,Ezreal,Elise,Poppy,Hwei,Ornn,1
Varus,Azir,Sejuani,Jax,Nautilus,K'Sante,Miss Fortune,Vi,Taliyah,Alistar,1
Rumble,Xin Zhao,Rell,Jinx,Azir,Ambessa,Sejuani,Ezreal,Nautilus,Xerath,0
Rell,Wukong,Orianna,Kai'Sa,Jayce,Leona,Miss Fortune,Syndra,Zyra,Ornn,1
Rumble,Jinx,Wukong,Nautilus,Galio,K'Sante,Ashe,Leona,Ivern,Anivia,0
Wukong,Pantheon,Orianna,Xayah,Milio,Lillia,Poppy,Malphite,Smolder,Ezreal,0
Vi,Taliyah,Rumble,Corki,Rakan,Ambessa,Ashe,Pantheon,Twisted Fate,Renata Glasc,1
Kalista,Nidalee,Yone,Gragas,Rell,Jax,Miss Fortune,Lee Sin,Leona,Ahri,1
Maokai,Wukong,Katarina,Kai'Sa,Braum,Yone,Sejuani,Rumble,Ezreal,Leona,0
K'Sante,Caitlyn,Elise,Hwei,Sejuani,Jayce,Viego,Jhin,Karma,Syndra,0
Aurora,Xin Zhao,Renekton,Ashe,Rell,Varus,Jax,Wukong,Galio,Leona,1
Nidalee,Ambessa,Leona,Ashe,Corki,Varus,Jayce,Sejuani,Poppy,Camille,0
Vi,Aurora,Caitlyn,Neeko,Gragas,Galio,Xin Zhao,Ezreal,Elise,Anivia,0
Miss Fortune,Wukong,Rell,Tryndamere,Vladimir,K'Sante,Vi,Ahri,Ezreal,Maokai,1
Viktor,Viego,Varus,Elise,Sion,Syndra,Wukong,Ezreal,Leona,Olaf,1
Varus,Vi,Ambessa,Nautilus,Orianna,Jayce,Ezreal,Leona,Zyra,Renekton,1
Varus,Wukong,Viktor,Rakan,Gragas,Corki,Sejuani,Rell,Orianna,Fiora,0
Kalista,Maokai,Renata Glasc,Azir,Renekton,Ezreal,Sejuani,Nautilus,Hwei,Aatrox,0
Viego,Gragas,Syndra,Aphelios,Leona,K'Sante,Xin Zhao,Akali,Caitlyn,Nautilus,1
Wukong,Syndra,Miss Fortune,Rakan,Sion,Maokai,Varus,Orianna,Braum,Gnar,1
Varus,Rumble,Rell,Orianna,Nocturne,K'Sante,Miss Fortune,Vi,Nautilus,Azir,0
K'Sante,Nocturne,Orianna,Xayah,Rakan,Ambessa,Zyra,Ornn,Leona,Vayne,1
Maokai,Braum,Corki,Gnar,Syndra,Ornn,Ezreal,Rakan,Lillia,Smolder,1
Corki,Maokai,K'Sante,Leona,Ryze,Varus,Jayce,Lillia,Nautilus,Cassiopeia,1
Maokai,Draven,Renata Glasc,Ambessa,Taliyah,Kalista,Vi,Soraka,K'Sante,Viktor,1
Ambessa,Wukong,Varus,Aurora,Janna,Jayce,Maokai,Ezreal,Rell,Azir,0
Vi,Jayce,Kalista,Braum,Akali,Varus,Ambessa,Wukong,Rell,Vladimir,0
Maokai,Xayah,Fiora,Yasuo,Rell,Sejuani,K'Sante,Ryze,Jinx,Lulu,0
Viktor,Wukong,Varus,Alistar,Renekton,Kalista,Aurora,Rell,Nocturne,Sion,0
K'Sante,Corki,Aurora,Viego,Nautilus,Rumble,Sejuani,Yone,Kai'Sa,Alistar,0
Jayce,Zyra,Leona,Draven,Yone,Xin Zhao,Galio,Kai'Sa,Nautilus,Jax,1
Zyra,Varus,K'Sante,Jayce,Poppy,Sejuani,Corki,Ambessa,Rell,Miss Fortune,0
Ashe,Karma,Olaf,Zac,Ahri,Jinx,Ambessa,Lulu,Sejuani,Akali,0
Rell,Amumu,Kai'Sa,Ahri,Darius,Ezreal,Ambessa,Taliyah,Renekton,Veigar,1
Jayce,Vi,Viktor,Kai'Sa,Poppy,K'Sante,Varus,Yone,Elise,Maokai,1
Aurora,Xayah,Rakan,Jax,Sylas,Ezreal,Leona,Azir,Xin Zhao,Sion,1
Galio,Rumble,Wukong,Zeri,Lulu,Lee Sin,Hwei,Jinx,Udyr,Thresh,1
